m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
3.906940,1.1406794577e+01,3.5529983327e-03,0.603631,0.99987890
3.906940,1.2735166723e+01,4.4506386231e-03,0.514934,0.99947168
4.498433,1.0216981478e+01,2.8601597825e-03,0.911649,0.99624056
4.498433,1.1406794577e+01,3.5494795632e-03,0.779600,0.99910229
4.498433,1.2735166723e+01,4.4462308611e-03,0.671644,0.99821395
4.498433,1.4218233734e+01,5.6392748686e-03,0.586232,0.99731956
4.498433,1.5874010520e+01,7.2645618456e-03,0.521360,0.99932178
4.498433,4.2781478915e+01,1.5997975081e-01,0.508805,0.99891046
4.498433,4.7763573101e+01,2.5727481033e-01,0.581407,0.99956634
4.498433,5.3325854394e+01,4.0067597120e-01,0.625041,0.96726364
5.179475,8.1967290095e+00,1.9499654060e-03,1.591119,0.99695764
5.179475,9.1512746909e+00,2.3531112374e-03,1.336781,0.99679873
5.179475,1.0216981478e+01,2.8751594510e-03,1.136146,0.99877941
5.179475,1.1406794577e+01,3.5459642787e-03,0.972061,0.99637079
5.179475,1.2735166723e+01,4.4418274643e-03,0.845526,0.99754405
5.179475,1.4218233734e+01,5.6336899214e-03,0.744194,0.99607264
5.179475,1.5874010520e+01,6.6935048672e-03,0.586790,0.89759517
5.179475,2.4663273642e+01,2.4196918276e-02,0.535810,0.99967647
5.179475,2.7535421948e+01,3.4433219152e-02,0.538619,0.99869582
5.179475,3.0742044746e+01,4.9767990222e-02,0.549013,0.99068611
5.179475,3.4322093082e+01,7.5558932530e-02,0.591537,0.99845712
5.179475,3.8319054027e+01,1.1694452181e-01,0.642712,0.99832792
5.179475,4.2781478915e+01,1.5784497709e-01,0.587041,0.90948900
5.179475,4.2781478915e+01,1.8748267942e-01,0.712521,0.99948922
5.179475,4.7763573101e+01,3.1072544066e-01,0.794662,0.99909442
5.179475,5.3325854394e+01,3.4799163818e-01,0.596874,0.81934029
5.963623,5.2756566064e+00,1.0468286500e-03,4.067041,0.99791627
5.963623,5.8900303675e+00,1.2131887995e-03,3.335201,0.99534540
5.963623,6.5759506955e+00,1.4191690413e-03,2.756869,0.99723284
5.963623,7.3417495075e+00,1.6704821064e-03,2.285657,0.99613969
5.963623,8.1967290095e+00,1.9847347415e-03,1.908696,0.99571051
5.963623,9.1512746909e+00,2.3876300793e-03,1.612340,0.99907033
5.963623,1.0216981478e+01,2.8992425881e-03,1.371075,0.99890943
5.963623,1.1406794577e+01,3.5645605434e-03,1.178869,0.99828732
5.963623,1.2735166723e+01,4.4512536503e-03,1.029453,0.99969971
5.963623,1.4218233734e+01,5.2070060142e-03,0.810004,0.89614893
5.963623,1.5874010520e+01,5.8133851074e-03,0.588468,0.74683484
5.963623,2.2090711661e+01,1.7578141703e-02,0.684087,0.99807026
5.963623,2.4663273642e+01,2.4782070363e-02,0.677807,0.99975462
5.963623,2.7535421948e+01,3.5818720001e-02,0.687055,0.99922452
5.963623,3.0742044746e+01,4.3224065557e-02,0.549671,0.85175757
5.963623,3.0742044746e+01,5.3375245303e-02,0.714815,0.99942703
5.963623,3.4322093082e+01,8.2097888911e-02,0.759738,0.99916069
5.963623,3.8319054027e+01,1.2279063978e-01,0.770028,0.96146378
5.963623,3.8319054027e+01,1.3080106979e-01,0.821259,0.99891870
5.963623,4.2781478915e+01,1.3709015789e-01,0.570577,0.77453639
5.963623,4.2781478915e+01,2.1678386599e-01,0.896782,0.99925595
5.963623,4.7763573101e+01,2.7070938004e-01,0.749754,0.85218427
5.963623,5.3325854394e+01,3.0223469573e-01,0.565608,0.69351206
6.866488,3.3955682317e+00,5.8154736145e-04,9.222068,0.82104473
6.866488,3.7909973093e+00,6.4927114758e-04,7.345566,0.79582263
6.866488,4.2324758681e+00,7.2488167091e-04,5.827853,0.76698813
6.866488,4.7253665758e+00,8.5857211818e-04,5.006028,0.82156849
6.866488,5.2756566064e+00,1.0923429672e-03,4.727062,0.99513681
6.866488,5.8900303675e+00,1.2620042792e-03,3.888127,0.99440150
6.866488,6.5759506955e+00,1.4716874369e-03,3.224338,0.99877605
6.866488,7.3417495075e+00,1.7215566527e-03,2.671874,0.99529842
6.866488,8.1967290095e+00,2.0390645829e-03,2.240207,0.99838175
6.866488,9.1512746909e+00,2.4302033018e-03,1.883534,0.99518175
6.866488,1.0216981478e+01,2.9417728752e-03,1.608125,0.99883078
6.866488,1.1406794577e+01,3.5944182963e-03,1.381840,0.99682883
6.866488,1.2735166723e+01,4.0506300018e-03,1.053969,0.86603474
6.866488,1.4218233734e+01,4.5223439465e-03,0.785519,0.73430317
6.866488,1.5874010520e+01,5.0489910858e-03,0.579077,0.61715966
6.866488,2.2090711661e+01,1.7506190737e-02,0.801270,0.99809413
6.866488,2.4663273642e+01,2.4757527038e-02,0.790451,0.99934935
6.866488,2.7535421948e+01,3.3624830904e-02,0.736515,0.94141177
6.866488,3.0742044746e+01,3.7540592556e-02,0.541718,0.74393817
6.866488,3.0742044746e+01,5.4158230664e-02,0.821617,0.99996899
6.866488,3.4322093082e+01,8.4083255416e-02,0.859347,0.99829732
6.866488,3.8319054027e+01,1.0664506724e-01,0.731406,0.84978619
6.866488,3.8319054027e+01,1.3606415578e-01,0.912245,0.99905703
6.866488,4.2781478915e+01,1.1906436136e-01,0.547798,0.67089211
6.866488,4.2781478915e+01,2.1059002689e-01,0.910745,0.94887183
6.866488,4.7763573101e+01,2.3511417555e-01,0.697784,0.74179997
6.866488,5.3325854394e+01,2.6249427078e-01,0.530871,0.59262059
7.906043,3.3955682317e+00,5.0508049779e-04,8.039834,0.55584377
7.906043,3.7909973093e+00,5.6389937632e-04,6.434320,0.54211152
7.906043,4.2324758681e+00,6.2956797581e-04,5.130496,0.52622134
7.906043,4.7253665758e+00,8.1607627764e-04,5.010354,0.67599959
7.906043,5.2756566064e+00,1.0844929429e-03,5.008161,0.89647961
7.906043,5.8900303675e+00,1.3209769082e-03,4.434395,0.99445946
7.906043,6.5759506955e+00,1.5309042119e-03,3.668852,0.99468807
7.906043,7.3417495075e+00,1.7908274982e-03,3.059727,0.99878459
7.906043,8.1967290095e+00,2.1079555743e-03,2.561046,0.99922188
7.906043,9.1512746909e+00,2.5045061218e-03,2.159270,0.99922077
7.906043,1.0216981478e+01,2.8223837073e-03,1.691937,0.90300468
7.906043,1.1406794577e+01,3.1510628884e-03,1.300304,0.79419099
7.906043,1.2735166723e+01,3.5180182274e-03,0.990979,0.69025781
7.906043,1.4218233734e+01,3.9277071536e-03,0.748266,0.59310823
7.906043,1.5874010520e+01,4.3851061840e-03,0.559329,0.50427140
7.906043,1.9786486935e+01,1.2599450801e-02,0.930770,0.99781220
7.906043,2.2090711661e+01,1.7272587698e-02,0.888266,0.99949699
7.906043,2.4663273642e+01,2.4275660184e-02,0.862972,0.99832629
7.906043,2.7535421948e+01,2.9203548081e-02,0.703771,0.84104001
7.906043,3.0742044746e+01,3.2604431612e-02,0.524801,0.65960357
7.906043,3.0742044746e+01,5.2774763062e-02,0.865667,0.99936435
7.906043,3.4322093082e+01,8.1680871121e-02,0.884364,0.99765830
7.906043,3.4322093082e+01,8.1761107436e-02,0.885099,0.99842509
7.906043,3.8319054027e+01,9.2622453852e-02,0.684762,0.77182879
7.906043,3.8319054027e+01,1.3176606999e-01,0.913763,0.99886932
7.906043,4.2781478915e+01,1.0340875205e-01,0.518706,0.59663098
7.906043,4.2781478915e+01,1.8289983355e-01,0.830358,0.87863767
7.906043,4.7763573101e+01,2.0419933559e-01,0.641991,0.66867293
9.102982,3.0413853336e+00,3.9291182151e-04,8.634158,0.38008095
9.102982,3.3955682317e+00,4.3866815699e-04,6.967734,0.37380946
9.102982,3.7909973093e+00,4.8975302199e-04,5.602178,0.36642987
9.102982,4.2324758681e+00,5.9100706917e-04,4.995141,0.41628663
9.102982,4.7253665758e+00,7.8052476888e-04,4.994611,0.55844364
9.102982,5.2756566064e+00,1.0404797864e-03,4.994920,0.75137307
9.102982,5.8900303675e+00,1.3913346056e-03,4.953441,0.99636333
9.102982,6.5759506955e+00,1.5777112013e-03,4.010803,0.96429274
9.102982,7.3417495075e+00,1.7614427132e-03,3.176895,0.89916926
9.102982,8.1967290095e+00,1.9665705798e-03,2.505942,0.83020315
9.102982,9.1512746909e+00,2.1955865021e-03,1.967259,0.75846439
9.102982,1.0216981478e+01,2.4512723509e-03,1.535876,0.68522930
9.102982,1.1406794577e+01,2.7367339580e-03,1.191514,0.61191025
9.102982,1.2735166723e+01,3.0554388436e-03,0.917714,0.53997575
9.102982,1.4218233734e+01,3.4112583357e-03,0.701109,0.47085762
9.102982,1.5874010520e+01,3.8085145959e-03,0.530813,0.40585597
9.102982,1.7722609903e+01,9.4422247411e-03,1.086327,0.99792044
9.102982,1.9786486935e+01,1.2508905983e-02,1.003046,0.99774259
9.102982,2.2090711661e+01,1.6989170519e-02,0.943065,0.99766783
9.102982,2.4663273642e+01,2.2718001034e-02,0.865994,0.95589967
9.102982,2.7535421948e+01,2.5363613662e-02,0.660978,0.75265409
9.102982,2.7535421948e+01,3.4064490673e-02,0.878260,0.99714499
9.102982,3.0742044746e+01,5.0632947457e-02,0.868577,0.99852487
9.102982,3.4322093082e+01,7.2052786070e-02,0.818067,0.93821024
9.102982,3.4322093082e+01,7.7714263949e-02,0.866987,0.99787256
9.102982,3.8319054027e+01,8.0443654635e-02,0.631912,0.71403849
9.102982,3.8319054027e+01,1.2408081043e-01,0.873028,0.99917191
9.102982,4.2781478915e+01,1.5885058570e-01,0.748705,0.83031841
9.102982,4.7763573101e+01,1.7734944547e-01,0.583867,0.62297826
10.481131,2.7241463332e+00,3.0565365354e-04,9.085574,0.25613194
10.481131,3.0413853336e+00,3.4124838586e-04,7.400284,0.25334224
10.481131,3.3955682317e+00,3.8098828365e-04,6.002074,0.25003546
10.481131,3.7909973093e+00,4.3471988376e-04,4.996137,0.25688798
10.481131,4.2324758681e+00,5.7056030776e-04,4.998211,0.34574819
10.481131,4.7253665758e+00,7.5586902910e-04,4.999890,0.46936400
10.481131,5.2756566064e+00,1.0107517236e-03,4.995651,0.63973056
10.481131,5.8900303675e+00,1.2273318503e-03,4.412750,0.71700445
10.481131,6.5759506955e+00,1.3702601228e-03,3.522317,0.68182071
10.481131,7.3417495075e+00,1.5298330306e-03,2.802758,0.64314231
10.481131,8.1967290095e+00,1.7079889158e-03,2.222384,0.60128644
10.481131,9.1512746909e+00,1.9068918491e-03,1.755162,0.55674526
10.481131,1.0216981478e+01,2.1289579169e-03,1.379810,0.51017600
10.481131,1.1406794577e+01,2.3768845695e-03,1.078993,0.46238168
10.481131,1.2735166723e+01,2.6536833874e-03,0.838627,0.41426722
10.481131,1.4218233734e+01,2.9627166633e-03,0.647282,0.36679045
10.481131,1.5874010520e+01,7.4141569158e-03,1.280360,0.99640337
10.481131,1.7722609903e+01,9.5509799935e-03,1.153639,0.99791381
10.481131,1.9786486935e+01,1.2574507019e-02,1.055187,0.99927416
10.481131,2.2090711661e+01,1.6919630334e-02,0.978043,0.99804245
10.481131,2.4663273642e+01,1.9730842287e-02,0.791278,0.84029420
10.481131,2.7535421948e+01,2.2028586945e-02,0.610864,0.66868137
10.481131,2.7535421948e+01,3.3297736011e-02,0.880207,0.99737256
10.481131,3.0742044746e+01,4.9033519961e-02,0.853395,0.99922327
10.481131,3.4322093082e+01,6.2578664213e-02,0.737654,0.86575313
10.481131,3.4322093082e+01,7.4560301457e-02,0.834412,0.99905755
10.481131,3.8319054027e+01,6.9866228996e-02,0.575279,0.66309342
10.481131,3.8319054027e+01,1.1757300349e-01,0.821286,0.99824452
10.481131,4.2781478915e+01,1.3796354041e-01,0.668394,0.78492120
10.481131,4.7763573101e+01,1.5403001052e-01,0.525247,0.58971580
12.067926,2.4399977085e+00,2.3777384851e-04,9.338490,0.17088256
12.067926,2.7241463332e+00,2.6546367453e-04,7.688037,0.16968306
12.067926,3.0413853336e+00,2.9637810440e-04,6.298798,0.16825063
12.067926,3.3955682317e+00,3.3089265762e-04,5.136805,0.16651199
12.067926,3.7909973093e+00,4.2229928686e-04,4.995994,0.21413421
12.067926,4.2324758681e+00,5.5598539104e-04,5.003583,0.29110631
12.067926,4.7253665758e+00,7.3885523877e-04,5.003083,0.39948144
12.067926,5.2756566064e+00,9.5476502262e-04,4.781828,0.51338574
12.067926,5.8900303675e+00,1.0659516714e-03,3.841344,0.49575103
12.067926,6.5759506955e+00,1.1900865016e-03,3.077446,0.47575498
12.067926,7.3417495075e+00,1.3286773870e-03,2.458491,0.45336515
12.067926,8.1967290095e+00,1.4834077996e-03,1.958037,0.42864999
12.067926,9.1512746909e+00,1.6561572595e-03,1.554174,0.40178454
12.067926,1.0216981478e+01,1.8490241651e-03,1.228875,0.37305717
12.067926,1.1406794577e+01,2.0643512827e-03,0.967380,0.34287077
12.067926,1.2735166723e+01,2.3047542043e-03,0.757659,0.31172635
12.067926,1.2735166723e+01,4.9458565299e-03,1.752561,0.99772349
12.067926,1.4218233734e+01,2.5731531193e-03,0.589932,0.28020143
12.067926,1.4218233734e+01,6.0997766841e-03,1.525852,0.99609146
12.067926,1.5874010520e+01,7.6646485505e-03,1.346443,0.99690270
12.067926,1.7722609903e+01,9.8124271367e-03,1.202864,0.99736748
12.067926,1.9786486935e+01,1.2838595448e-02,1.089432,0.99851542
12.067926,2.2090711661e+01,1.5349001232e-02,0.909928,0.88858443
12.067926,2.4663273642e+01,1.7136460940e-02,0.713884,0.72580559
12.067926,2.4663273642e+01,2.3594987823e-02,0.928704,0.99859586
12.067926,2.7535421948e+01,1.9132078309e-02,0.556509,0.58573672
12.067926,2.7535421948e+01,3.3368398515e-02,0.874577,0.99918414
12.067926,3.0742044746e+01,4.8681144988e-02,0.832799,0.99927721
12.067926,3.0742044746e+01,4.8577617096e-02,0.831619,0.99753365
12.067926,3.4322093082e+01,5.4350281623e-02,0.658155,0.78596349
12.067926,3.4322093082e+01,7.3565366963e-02,0.801036,0.99964145
12.067926,3.8319054027e+01,6.0679614525e-02,0.517446,0.61009940
12.067926,3.8319054027e+01,1.0732448827e-01,0.745179,0.94937816
12.067926,4.2781478915e+01,1.1982290401e-01,0.591723,0.73157635
13.894955,2.1854878884e+00,1.8496884424e-04,9.362528,0.11314415
13.894955,2.4399977085e+00,2.0650929181e-04,7.791438,0.11268835
13.894955,2.7241463332e+00,2.3055822065e-04,6.454331,0.11213206
13.894955,3.0413853336e+00,2.5740775460e-04,5.320880,0.11139135
13.894955,3.3955682317e+00,3.1746368103e-04,4.995001,0.13464401
13.894955,3.7909973093e+00,4.1407988641e-04,4.996097,0.18125115
13.894955,4.2324758681e+00,5.4686250722e-04,5.006209,0.24868792
13.894955,4.7253665758e+00,7.2899593631e-04,5.000372,0.34466296
13.894955,5.2756566064e+00,8.2922428141e-04,4.129585,0.34897370
13.894955,5.8900303675e+00,9.2579115044e-04,3.329025,0.33929829
13.894955,6.5759506955e+00,1.0336036624e-03,2.676302,0.32816788
13.894955,7.3417495075e+00,1.1539714227e-03,2.145733,0.31550366
13.894955,8.1967290095e+00,1.2883565459e-03,1.715557,0.30127222
13.894955,9.1512746909e+00,1.4383914166e-03,1.367543,0.28549843
13.894955,9.1512746909e+00,3.0296195334e-03,2.961363,0.99943965
13.894955,1.0216981478e+01,1.6058985177e-03,1.086550,0.26827665
13.894955,1.0216981478e+01,3.5883744403e-03,2.502452,0.99796205
13.894955,1.1406794577e+01,1.7929125684e-03,0.860098,0.24977417
13.894955,1.1406794577e+01,4.3033963065e-03,2.133616,0.99832975
13.894955,1.2735166723e+01,2.0017052402e-03,0.677957,0.23023516
13.894955,1.2735166723e+01,5.2255120899e-03,1.834621,0.99809786
13.894955,1.4218233734e+01,2.2348127505e-03,0.531777,0.20997080
13.894955,1.4218233734e+01,6.4446788166e-03,1.594279,0.99901089
13.894955,1.5874010520e+01,8.0728820476e-03,1.399015,0.99861361
13.894955,1.7722609903e+01,1.0302955515e-02,1.241672,0.99827591
13.894955,1.9786486935e+01,1.1940282903e-02,1.017526,0.88255087
13.894955,2.2090711661e+01,1.3330782146e-02,0.806977,0.74088656
13.894955,2.2090711661e+01,1.7903848801e-02,1.013329,0.99738283
13.894955,2.4663273642e+01,1.4883211232e-02,0.637351,0.61468863
13.894955,2.4663273642e+01,2.4544387166e-02,0.933033,0.99837177
13.894955,2.7535421948e+01,1.6616427615e-02,0.500834,0.50380983
13.894955,2.7535421948e+01,3.4603244191e-02,0.868457,0.99846133
13.894955,3.0742044746e+01,4.2280128109e-02,0.732922,0.87185598
13.894955,3.0742044746e+01,5.0375301824e-02,0.817043,0.99847438
13.894955,3.4322093082e+01,4.7203837756e-02,0.582258,0.69837696
13.894955,3.4322093082e+01,7.6050815981e-02,0.776410,0.99888591
13.894955,3.8319054027e+01,9.3212538749e-02,0.652777,0.84921543
13.894955,4.2781478915e+01,1.0406755496e-01,0.520402,0.66723752
15.998587,1.9575253262e+00,1.4389081707e-04,9.189980,0.07440867
15.998587,2.1854878884e+00,1.6064754501e-04,7.713311,0.07438794
15.998587,2.4399977085e+00,1.7935566872e-04,6.452179,0.07417211
15.998587,2.7241463332e+00,2.0024243695e-04,5.375942,0.07390217
15.998587,3.0413853336e+00,2.4314964289e-04,5.000399,0.08696418
15.998587,3.3955682317e+00,3.1420332714e-04,5.000903,0.11552863
15.998587,3.7909973093e+00,4.1110413861e-04,5.009101,0.15682621
15.998587,4.2324758681e+00,5.4293252909e-04,4.999814,0.21573108
15.998587,4.7253665758e+00,6.4506949739e-04,4.372796,0.23990710
15.998587,4.7253665758e+00,1.3335571340e-03,9.050566,0.95010895
15.998587,5.2756566064e+00,7.2019071979e-04,3.549488,0.23545956
15.998587,5.2756566064e+00,1.4888558150e-03,7.359750,0.91851428
15.998587,5.8900303675e+00,8.0406014388e-04,2.872063,0.23023422
15.998587,5.8900303675e+00,1.6622397205e-03,5.968826,0.88286730
15.998587,6.5759506955e+00,8.9769653676e-04,2.317112,0.22415009
15.998587,6.5759506955e+00,1.9324017825e-03,5.004583,0.90371695
15.998587,7.3417495075e+00,1.0022373056e-03,1.864212,0.21713124
15.998587,7.3417495075e+00,2.3684699988e-03,4.381056,0.99776406
15.998587,8.1967290095e+00,1.1189523136e-03,1.495776,0.20911935
15.998587,8.1967290095e+00,2.7534149202e-03,3.655714,0.99524580
15.998587,9.1512746909e+00,1.2492593052e-03,1.196853,0.20008330
15.998587,9.1512746909e+00,3.2410024613e-03,3.076758,0.99889447
15.998587,1.0216981478e+01,1.3947411277e-03,0.954883,0.19002851
15.998587,1.0216981478e+01,3.8387428734e-03,2.597956,0.99705606
15.998587,1.1406794577e+01,1.5571649578e-03,0.759407,0.17900216
15.998587,1.1406794577e+01,4.6036533193e-03,2.211770,0.99678307
15.998587,1.2735166723e+01,1.7385037680e-03,0.601789,0.16710125
15.998587,1.2735166723e+01,5.6075235601e-03,1.902442,0.99960142
15.998587,1.4218233734e+01,6.9158175658e-03,1.648222,0.99907621
15.998587,1.5874010520e+01,8.3197082703e-03,1.397673,0.95348447
15.998587,1.7722609903e+01,9.2885754355e-03,1.118056,0.82763953
15.998587,1.9786486935e+01,1.0370271507e-02,0.892597,0.71175883
15.998587,1.9786486935e+01,1.4502526123e-02,1.141381,0.99808186
15.998587,2.2090711661e+01,1.1577935914e-02,0.710830,0.60596510
15.998587,2.2090711661e+01,1.9453268340e-02,1.033782,0.99927552
15.998587,2.4663273642e+01,1.2926238233e-02,0.564311,0.51031617
15.998587,2.4663273642e+01,2.6751574640e-02,0.945504,0.99842317
15.998587,2.7535421948e+01,3.2890523831e-02,0.802994,0.89887159
15.998587,2.7535421948e+01,3.7987642509e-02,0.875245,0.99886333
15.998587,3.0742044746e+01,3.6720772146e-02,0.641761,0.74310933
15.998587,3.0742044746e+01,5.5766029739e-02,0.818361,0.99876012
15.998587,3.4322093082e+01,4.0997069976e-02,0.511786,0.60618665
15.998587,3.4322093082e+01,7.2511824447e-02,0.711594,0.90778550
15.998587,3.8319054027e+01,8.0956150079e-02,0.569722,0.73990951
18.420700,1.7533409465e+00,1.1193543065e-04,8.880993,0.04868135
18.420700,1.9575253262e+00,1.2497081120e-04,7.502047,0.04873204
18.420700,2.1854878884e+00,1.3952422001e-04,6.319634,0.04881539
18.420700,2.4399977085e+00,1.5577243823e-04,5.308667,0.04874029
18.420700,2.7241463332e+00,1.8915077796e-04,4.993454,0.05750691
18.420700,3.0413853336e+00,2.4215438117e-04,4.992546,0.07531238
18.420700,3.3955682317e+00,3.1389215079e-04,5.000652,0.10081863
18.420700,3.7909973093e+00,4.1069699497e-04,4.991693,0.13709110
18.420700,4.2324758681e+00,5.0181195340e-04,4.548786,0.16221676
18.420700,4.2324758681e+00,1.0373997113e-03,9.399963,0.66018829
18.420700,4.7253665758e+00,5.6025019534e-04,3.722469,0.16024543
18.420700,4.7253665758e+00,1.1582095384e-03,7.693374,0.64517030
18.420700,5.2756566064e+00,6.2549383141e-04,3.035055,0.15790137
18.420700,5.2756566064e+00,1.2930882092e-03,6.279220,0.62776526
18.420700,5.8900303675e+00,6.9833538014e-04,2.465923,0.15512029
18.420700,5.8900303675e+00,1.4436741032e-03,5.110183,0.60780130
18.420700,6.5759506955e+00,7.7965965236e-04,1.997018,0.15184462
18.420700,6.5759506955e+00,2.0101564734e-03,5.005686,0.85715285
18.420700,7.3417495075e+00,8.7045449909e-04,1.612438,0.14802154
18.420700,7.3417495075e+00,2.5495358285e-03,4.494224,0.99839768
18.420700,8.1967290095e+00,9.7182281101e-04,1.298265,0.14359915
18.420700,8.1967290095e+00,2.9731435230e-03,3.761186,0.99852106
18.420700,9.1512746909e+00,1.0849959153e-03,1.042471,0.13853529
18.420700,9.1512746909e+00,3.4996416286e-03,3.163975,0.99922340
18.420700,1.0216981478e+01,1.2113485329e-03,0.834791,0.13280453
18.420700,1.0216981478e+01,4.1579974406e-03,2.675289,0.99831271
18.420700,1.1406794577e+01,1.3524154767e-03,0.666578,0.12640192
18.420700,1.1406794577e+01,5.0020587393e-03,2.278748,0.99780687
18.420700,1.2735166723e+01,1.5099102958e-03,0.530612,0.11935122
18.420700,1.2735166723e+01,5.7969770285e-03,1.884641,0.93829425
18.420700,1.4218233734e+01,6.4720608798e-03,1.514489,0.83606922
